customer_id,customer_name,gender,age,state,city,mobile,email,business_type,income_type,net_worth_inr,demat,estimated_annual_income_inr,risk_profile,demat_account_open_date,primary_stock,stock_total_holding,avg_buy_date,avg_sell_date,avg_buy_price_inr,avg_sell_price_inr,holding_value_inr,current_estimated_value_inr,portfolio_value_inr,num_trades_last_12m,is_active_trader
CUST205587,Deepa Gupta,Female,36,Chandigarh,Chandigarh,9930844709,deepa.gupta24@example.com,Entrepreneur,Investments,1249435,Groww,183758,Low,5/31/2014,KOTAKBANK,1854,4/4/2015,-,2523,-,4677976,6924766,4677976,7,FALSE
CUST205588,Rahul Kumar,Female,26,Manipur,Imphal,9838883015,rahul.kumar31@example.com,Small Business,None/Student,645172,Groww,63540,Low,3/23/2013,ITC,1014,8/8/2019,-,353,-,357759,397090,357759,5,FALSE
CUST205589,Ankit Nair,Male,48,Rajasthan,Jaipur,9786321185,ankit.nair31@example.com,Retired,Business Income,791133,Groww,60659,Low,2/5/2023,ITC,680,4/10/2025,-,552,-,375217,447638,375217,1,FALSE
CUST205590,Ankit Joshi,Female,54,Maharashtra,Nagpur,9537483448,ankit.joshi44@example.com,Student,Investments,16531,Zerodha,1212,Low,2/16/2019,LARSEN,1401,5/18/2020,-,2027,-,2840387,3237363,2840387,6,FALSE
CUST205591,Aisha Nadkarni,Female,30,Uttarakhand,Dehradun,9072102698,aisha.nadkarni40@example.com,Retired,None/Student,1530716,Groww,136863,Moderate,2/15/2018,RELIANCE,501,10/17/2020,-,2373,-,1188668,1140917,1188668,6,FALSE
CUST205592,Sana Sharma,Female,37,Dadra and Nagar Haveli and Daman and Diu,Diu,9344346748,sana.sharma51@example.com,Freelancer,None/Student,1370475,Groww,151700,Moderate,2/18/2022,RELIANCE,676,1/30/2025,-,2304,-,1557294,2290161,1557294,5,FALSE
CUST205593,Vivaan Kumar,Female,35,Jharkhand,Jamshedpur,9624982677,vivaan.kumar75@example.com,Professional Services,None/Student,1964758,Groww,125630,Low,6/2/2014,SBI,690,5/21/2019,9/2/2024,695,692,479447,542822,477163,7,FALSE
CUST205594,Smita Mehta,Female,45,Andhra Pradesh,Guntur,9114246474,smita.mehta88@example.com,Salaried,Business Income,5120,Upstox,987,Low,7/10/2015,BAJAJ_AUTO,1794,2/7/2018,-,4666,-,8370678,12358603,8370678,5,FALSE
CUST205595,Aarav Agarwal,Male,29,Uttar Pradesh,Lucknow,9707889608,aarav.agarwal95@example.com,Retired,Inheritance,230641,Groww,46093,Low,10/20/2018,BAJAJ_AUTO,1701,11/23/2020,-,5308,-,9028449,12026786,9028449,8,FALSE
CUST205596,Siddharth Kumar,Male,39,West Bengal,Durgapur,9910462388,siddharth.kumar97@example.com,Entrepreneur,None/Student,492423,Groww,88973,Low,4/4/2011,HINDUNILVR,540,3/5/2022,-,2572,-,1388648,1434109,1388648,4,FALSE
CUST205597,Aarav Bose,Male,54,Assam,Dibrugarh,9869357234,aarav.bose45@example.com,Student,Salary,20435,Zerodha,3558,Low,9/20/2010,RELIANCE,791,2/22/2024,-,2060,-,1629832,2060884,1629832,4,FALSE
CUST205598,Priya Nair,Female,24,Andhra Pradesh,Visakhapatnam,9696626093,priya.nair37@example.com,Retired,Inheritance,2242317,Groww,256452,Moderate,3/21/2012,SUNPHARMA,665,5/15/2021,-,1164,-,774266,739096,774266,3,FALSE
CUST205599,Karan Singh,Male,33,Uttar Pradesh,Lucknow,9187224979,karan.singh63@example.com,Entrepreneur,Business Income,1196322,Groww,120302,Low,12/7/2018,POWERGRID,913,9/12/2020,-,294,-,268367,273032,268367,2,FALSE
CUST205600,Deepa Nair,Male,18,Meghalaya,Shillong,9300536854,deepa.nair46@example.com,Student,Inheritance,1959,Zerodha,225,Low,8/23/2013,MARUTI,830,7/7/2020,-,13251,-,10998728,10600846,10998728,3,FALSE
CUST205601,Arjun Gupta,Female,49,Dadra and Nagar Haveli and Daman and Diu,Diu,9755341213,arjun.gupta82@example.com,Entrepreneur,Investments,1240091,Groww,65517,Low,11/23/2011,HCLTECH,459,6/26/2015,11/21/2020,1319,1419,605494,568499,651436,8,FALSE
CUST205602,Kavya Reddy,Male,18,Assam,Guwahati,9156586534,kavya.reddy69@example.com,Agriculture,Business Income,117266,Groww,8673,Low,5/27/2014,SBI,1207,10/2/2015,-,748,-,903089,1148013,903089,7,FALSE
CUST205603,Ankit Kumar,Female,35,Ladakh,Leh,9808475401,ankit.kumar29@example.com,Small Business,Business Income,1624963,Groww,214437,High,7/13/2013,BHARTIARTL,1033,7/26/2017,12/8/2021,950,1169,981443,1042025,1207319,1,FALSE
CUST205604,Siddharth Bose,Male,44,Arunachal Pradesh,Itanagar,9749596624,siddharth.bose41@example.com,Agriculture,None/Student,242718,Groww,45890,Low,6/20/2012,HINDUNILVR,1786,5/30/2023,7/5/2025,2120,2747,3786534,5127917,4906642,4,FALSE
CUST205605,Rohit Nair,Female,34,Telangana,Warangal,9503152197,rohit.nair21@example.com,Agriculture,Inheritance,519728,Groww,98279,Low,10/14/2019,KOTAKBANK,228,8/6/2022,-,1723,-,392732,432574,392732,2,FALSE
CUST205606,Sana Bose,Male,37,Haryana,Gurgaon,9178907091,sana.bose27@example.com,Professional Services,None/Student,4839353,Groww,760550,Low,12/28/2016,SUNPHARMA,207,1/5/2019,9/18/2024,1015,1093,210126,298866,226251,4,FALSE
CUST205607,Rohit Iyer,Female,34,Punjab,Amritsar,9081026926,rohit.iyer90@example.com,Retired,Inheritance,1254433,Groww,153963,Moderate,11/28/2021,INFY,1615,2/6/2024,7/11/2024,1513,1614,2443576,2846636,2606998,10,FALSE
CUST205608,Kavya Desai,Male,39,Tamil Nadu,Chennai,9443132047,kavya.desai77@example.com,Student,Pension,26719,Zerodha,2408,Moderate,1/21/2012,SUNPHARMA,1571,8/17/2016,9/23/2016,1175,1045,1845501,2049997,1641805,5,FALSE
CUST205609,Karan Gupta,Male,41,Manipur,Imphal,9706042561,karan.gupta28@example.com,Professional Services,Business Income,3995278,Groww,447887,Low,6/17/2016,KOTAKBANK,619,4/15/2020,-,1583,-,980143,906056,980143,5,FALSE
CUST205610,Rohit Verma,Male,40,West Bengal,Durgapur,9540237239,rohit.verma42@example.com,Agriculture,Salary,891933,Groww,176370,Moderate,9/7/2016,LARSEN,453,6/4/2023,-,2559,-,1159440,1551598,1159440,4,FALSE
CUST205611,Rahul Rao,Male,28,Lakshadweep,Kavaratti,9263815228,rahul.rao78@example.com,Small Business,Pension,1682929,Groww,300541,Moderate,7/2/2020,ITC,318,3/29/2021,-,457,-,145208,215756,145208,6,FALSE
CUST205612,Siddharth Sharma,Male,24,Dadra and Nagar Haveli and Daman and Diu,Diu,9658410692,siddharth.sharma42@example.com,Professional Services,Business Income,2708593,Groww,332280,High,11/1/2015,HCLTECH,108,5/17/2016,1/22/2025,1023,1237,110524,116748,133585,3,FALSE
CUST205613,Ananya Bose,Female,45,Mizoram,Aizawl,9371609730,ananya.bose24@example.com,Small Business,Salary,655278,Groww,116663,Low,9/21/2021,SBILIFE,1768,2/21/2025,6/15/2025,1602,1070,2832884,3661958,1890929,2,FALSE
CUST205614,Aditya Nair,Female,33,Andhra Pradesh,Vijayawada,9782141274,aditya.nair82@example.com,Student,Inheritance,12119,Zerodha,1965,Moderate,8/17/2013,INFY,1755,12/24/2020,-,1607,-,2820496,3680016,2820496,6,FALSE
CUST205615,Sana Khan,Male,35,Lakshadweep,Kavaratti,9667394197,sana.khan54@example.com,Salaried,Investments,229468,Upstox,25363,Low,1/5/2016,TCS,1772,1/18/2023,7/14/2025,2584,3058,4579362,5331970,5418298,7,FALSE
CUST205616,Ankit Reddy,Male,38,Jharkhand,Jamshedpur,9787125801,ankit.reddy22@example.com,Small Business,Salary,556243,Groww,69037,Low,11/15/2013,KOTAKBANK,1971,6/14/2020,-,2554,-,5033224,5565940,5033224,4,FALSE
CUST205617,Ananya Desai,Male,41,Punjab,Amritsar,9381159576,ananya.desai56@example.com,Professional Services,Inheritance,1480066,Groww,176912,High,6/11/2018,ONGC,1694,4/3/2019,-,132,-,223371,208029,223371,6,FALSE
CUST205618,Ananya Gupta,Male,41,Gujarat,Ahmedabad,9871288496,ananya.gupta86@example.com,Professional Services,Business Income,1075595,Groww,56121,Low,6/26/2019,RELIANCE,1398,11/16/2019,-,2462,-,3441582,5058119,3441582,9,FALSE
CUST205619,Aisha Iyer,Male,45,Tamil Nadu,Chennai,9773163062,aisha.iyer20@example.com,Professional Services,Pension,1446658,Groww,142067,High,2/27/2023,DIVISLAB,604,4/9/2023,-,4466,-,2697446,3253103,2697446,6,FALSE
CUST205620,Ananya Nair,Female,50,Meghalaya,Shillong,9364512543,ananya.nair55@example.com,Entrepreneur,None/Student,1504961,Groww,83998,Low,2/12/2013,ICICIBANK,34,10/14/2015,-,1257,-,42725,46297,42725,5,FALSE
CUST205621,Vivek Iyer,Female,49,Nagaland,Kohima,9264497601,vivek.iyer83@example.com,Entrepreneur,Investments,2357052,Groww,430722,Low,2/10/2010,ONGC,1131,12/17/2018,7/4/2020,111,167,125756,179697,188832,5,FALSE
CUST205622,Vivek Thakur,Female,33,Mizoram,Aizawl,9914987322,vivek.thakur53@example.com,Entrepreneur,None/Student,3843074,Groww,530274,High,10/20/2011,RELIANCE,345,2/12/2015,-,2314,-,798251,784513,798251,5,FALSE
CUST205623,Arjun Bose,Male,36,Bihar,Patna,9042647056,arjun.bose72@example.com,Salaried,Investments,647907,Upstox,71666,Moderate,8/21/2019,DIVISLAB,1871,12/2/2023,2/17/2025,4534,3390,8483788,11199869,6341792,7,FALSE
CUST205624,Priya Bose,Male,34,Arunachal Pradesh,Itanagar,9423645562,priya.bose61@example.com,Entrepreneur,None/Student,96805,Groww,6287,High,7/28/2022,HDFC,1882,3/18/2023,-,3034,-,5709329,5540030,5709329,8,FALSE
CUST205625,Rohit Kumar,Male,31,Tamil Nadu,Madurai,9284945352,rohit.kumar93@example.com,Salaried,Inheritance,651715,Upstox,36560,Moderate,3/27/2015,HINDUNILVR,78,5/25/2018,12/3/2022,3149,2878,245615,328650,224485,4,FALSE
CUST205626,Neha Singh,Male,56,Manipur,Imphal,9086506298,neha.singh54@example.com,Small Business,None/Student,830140,Groww,73405,Low,12/23/2019,BHARTIARTL,1643,7/19/2022,8/16/2025,750,856,1231921,1554144,1405997,3,FALSE
CUST205627,Smita Kumar,Male,41,Himachal Pradesh,Dharamshala,9697436496,smita.kumar10@example.com,Freelancer,None/Student,468435,Groww,51233,Low,4/3/2011,RELIANCE,1640,7/6/2016,-,2293,-,3760635,4671098,3760635,4,FALSE
CUST205628,Karan Reddy,Male,33,Uttarakhand,Dehradun,9151519474,karan.reddy34@example.com,Entrepreneur,Investments,3616046,Groww,505590,Moderate,12/18/2010,TCS,1771,12/22/2020,1/29/2024,2668,2556,4725294,5848765,4526623,2,FALSE
CUST205629,Rahul Mishra,Female,39,Haryana,Gurgaon,9012776023,rahul.mishra31@example.com,Salaried,Inheritance,408429,Upstox,41989,Low,11/18/2016,HINDUNILVR,1186,7/27/2017,-,1469,-,1741926,2024840,1741926,5,FALSE
CUST205630,Ankit Reddy,Male,33,Sikkim,Gangtok,9607713131,ankit.reddy16@example.com,Freelancer,None/Student,1194447,Groww,145939,Low,6/20/2018,INFY,174,6/28/2025,7/25/2025,1837,1469,319654,459490,255556,3,FALSE
CUST205631,Karan Verma,Male,23,Himachal Pradesh,Dharamshala,9592667503,karan.verma93@example.com,Professional Services,None/Student,3719789,Groww,565359,High,8/1/2011,HINDUNILVR,1538,6/30/2017,-,2863,-,4403125,4060357,4403125,3,FALSE
CUST205632,Aditya Chopra,Male,35,Manipur,Imphal,9327234203,aditya.chopra69@example.com,Salaried,None/Student,603348,Upstox,34124,Low,3/9/2010,POWERGRID,845,12/17/2019,6/6/2020,309,273,260987,372220,230888,8,FALSE
CUST205633,Kavya Chopra,Female,26,Himachal Pradesh,Dharamshala,9654269998,kavya.chopra40@example.com,Agriculture,Investments,226471,Groww,29153,Low,12/18/2012,INFY,1359,1/23/2017,-,1499,-,2036992,2353111,2036992,4,FALSE
CUST205634,Aarav Rao,Female,36,Maharashtra,Pune,9092474010,aarav.rao64@example.com,Student,None/Student,42123,Zerodha,3906,Low,10/19/2017,ONGC,869,12/14/2021,-,94,-,81477,89408,81477,5,FALSE
CUST205635,Siddharth Gupta,Male,31,Haryana,Faridabad,9592965397,siddharth.gupta36@example.com,Freelancer,Business Income,753049,Groww,125989,Moderate,8/20/2015,KOTAKBANK,682,5/27/2024,-,2779,-,1895483,2383669,1895483,3,FALSE
CUST205636,Vivek Kumar,Male,18,Manipur,Imphal,9611433931,vivek.kumar25@example.com,Small Business,None/Student,464444,Groww,45719,Moderate,8/21/2012,POWERGRID,530,7/17/2023,10/29/2024,321,305,170141,175233,161518,3,FALSE
CUST205637,Karan Nair,Female,24,Jammu and Kashmir,Srinagar,9794090596,karan.nair66@example.com,Freelancer,Business Income,602366,Groww,45461,Moderate,1/12/2014,BAJAJ_AUTO,310,9/13/2019,9/26/2020,6457,4870,2001642,2336532,1509703,8,FALSE
CUST205638,Ankit Khan,Male,49,Andhra Pradesh,Vijayawada,9113697938,ankit.khan24@example.com,Professional Services,Pension,1553329,Groww,261601,High,7/20/2014,HINDUNILVR,1119,6/7/2018,8/15/2020,2774,2555,3104330,3961973,2858955,6,FALSE
CUST205639,Aarav Bose,Female,29,Assam,Guwahati,9674885442,aarav.bose70@example.com,Freelancer,Investments,314947,Groww,52066,Moderate,2/12/2016,ICICIBANK,687,9/8/2019,-,1012,-,695258,781670,695258,4,FALSE
CUST205640,Karan Reddy,Prefer not to say,23,Bihar,Gaya,9623050305,karan.reddy67@example.com,Freelancer,Business Income,258188,Groww,30877,Moderate,12/4/2020,BHARTIARTL,887,6/10/2023,-,772,-,684383,746571,684383,10,FALSE
CUST205641,Arjun Patel,Male,45,Assam,Guwahati,9963317763,arjun.patel40@example.com,Salaried,None/Student,346892,Upstox,26932,Low,2/11/2011,SBI,653,4/22/2017,5/1/2023,761,556,496691,622764,363140,6,FALSE
CUST205642,Vivaan Khan,Female,25,Haryana,Panipat,9902544830,vivaan.khan21@example.com,Retired,Inheritance,848412,Groww,102610,Low,4/10/2022,HCLTECH,402,4/12/2023,-,1230,-,494569,630706,494569,3,FALSE
CUST205643,Aditya Khan,Male,29,Karnataka,Mangalore,9924117038,aditya.khan68@example.com,Entrepreneur,Business Income,3393766,Groww,394621,Moderate,9/21/2020,TCS,887,12/25/2024,-,3366,-,2985473,3247574,2985473,9,FALSE
CUST205644,Vivek Rao,Male,62,Jammu and Kashmir,Srinagar,9252031934,vivek.rao50@example.com,Agriculture,Investments,641642,Groww,46239,Moderate,12/11/2015,POWERGRID,1557,6/22/2021,-,367,-,571310,736510,571310,5,FALSE
CUST205645,Ankit Agarwal,Female,36,Haryana,Panipat,9944059149,ankit.agarwal69@example.com,Salaried,None/Student,282618,Upstox,29517,Moderate,2/10/2017,HDFC,939,4/7/2019,7/7/2020,2572,3022,2415099,3395634,2837874,3,FALSE
CUST205646,Isha Mehta,Male,18,Rajasthan,Jodhpur,9324223206,isha.mehta56@example.com,Entrepreneur,Business Income,3355962,Groww,577862,Moderate,11/29/2012,HINDUNILVR,377,5/28/2025,-,2622,-,988554,956848,988554,3,FALSE
CUST205647,Priya Mishra,Male,53,Andhra Pradesh,Visakhapatnam,9620284185,priya.mishra80@example.com,Freelancer,Salary,775964,Groww,97348,Moderate,5/14/2012,DIVISLAB,43,1/18/2024,2/3/2024,4624,5101,198852,290992,219336,7,FALSE
CUST205648,Rahul Mishra,Male,55,Puducherry,Puducherry,9649408836,rahul.mishra30@example.com,Entrepreneur,Inheritance,4038968,Groww,280352,Moderate,3/4/2020,DIVISLAB,1922,8/30/2021,11/12/2023,4334,5051,8330236,7833725,9708022,9,FALSE
CUST205649,Priya Joshi,Male,34,Haryana,Faridabad,9659300523,priya.joshi51@example.com,Retired,Salary,1751111,Groww,319893,Low,8/15/2022,INFY,1410,7/25/2025,-,1517,-,2139478,2598601,2139478,6,FALSE
CUST205650,Vivek Iyer,Male,49,Uttar Pradesh,Lucknow,9764507864,vivek.iyer61@example.com,Student,Investments,50884,Zerodha,8223,Low,12/21/2011,SUNPHARMA,228,10/31/2024,-,897,-,204603,294963,204603,4,FALSE
CUST205651,Ananya Verma,Male,36,Chandigarh,Chandigarh,9491198262,ananya.verma45@example.com,Agriculture,Salary,273427,Groww,35950,Moderate,8/26/2013,BAJAJ_AUTO,1664,7/18/2024,3/18/2025,6355,5134,10574637,11139956,8543226,3,FALSE
CUST205652,Aarav Mishra,Male,22,Meghalaya,Shillong,9395409270,aarav.mishra71@example.com,Freelancer,Pension,1276718,Groww,115047,Moderate,7/25/2017,BAJAJ_AUTO,855,1/7/2024,-,5707,-,4879288,6431017,4879288,5,FALSE
CUST205653,Aisha Singh,Male,37,Gujarat,Vadodara,9249069070,aisha.singh40@example.com,Agriculture,Salary,4962,Groww,320,Moderate,3/22/2012,KOTAKBANK,1787,3/11/2023,-,2213,-,3954095,3658213,3954095,4,FALSE
CUST205654,Rahul Iyer,Female,51,Nagaland,Kohima,9158628532,rahul.iyer35@example.com,Retired,Inheritance,740316,Groww,118988,Moderate,6/29/2018,SUNPHARMA,1342,8/16/2018,2/19/2023,1058,1023,1419836,1687207,1372396,2,FALSE
CUST205655,Karan Reddy,Female,33,Goa,Margao,9982924065,karan.reddy60@example.com,Retired,None/Student,957633,Groww,137989,High,7/28/2015,ITC,891,5/25/2020,-,434,-,386284,492741,386284,5,FALSE
CUST205656,Vivek Gupta,Male,30,Jharkhand,Ranchi,9924425466,vivek.gupta96@example.com,Entrepreneur,Pension,4121544,Groww,712808,Low,3/27/2012,MARUTI,495,5/30/2017,9/17/2017,11727,11459,5804662,7103083,5672438,1,FALSE
CUST205657,Kavya Desai,Female,38,Dadra and Nagar Haveli and Daman and Diu,Silvassa,9245860488,kavya.desai30@example.com,Student,Salary,2493,Zerodha,382,Low,2/3/2017,BHARTIARTL,1959,7/29/2019,-,1091,-,2136642,2150964,2136642,2,FALSE
CUST205658,Isha Khan,Female,23,Nagaland,Kohima,9929598956,isha.khan91@example.com,Retired,Business Income,323572,Groww,23679,Moderate,6/30/2023,MARUTI,239,9/9/2024,10/2/2024,14622,11530,3494715,3190246,2755560,3,FALSE
CUST205659,Smita Kumar,Male,41,Dadra and Nagar Haveli and Daman and Diu,Silvassa,9005407576,smita.kumar64@example.com,Salaried,Pension,618604,Upstox,72914,Moderate,5/30/2019,RELIANCE,1513,2/4/2024,-,2190,-,3314121,3874161,3314121,6,FALSE
CUST205660,Isha Desai,Male,48,Gujarat,Ahmedabad,9429257789,isha.desai73@example.com,Entrepreneur,Pension,40281,Groww,3900,Moderate,5/6/2010,KOTAKBANK,1204,12/2/2016,9/11/2018,2886,1535,3474720,3503604,1848224,5,FALSE
CUST205661,Isha Thakur,Female,53,Delhi,New Delhi,9406385524,isha.thakur73@example.com,Agriculture,Investments,492757,Groww,88607,Low,10/31/2010,TCS,1602,10/6/2019,-,2871,-,4598925,5147446,4598925,5,FALSE
CUST205662,Siddharth Nair,Male,43,Nagaland,Kohima,9136185620,siddharth.nair85@example.com,Small Business,Inheritance,767204,Groww,69856,Low,1/4/2017,ONGC,1393,5/6/2022,-,102,-,142072,199521,142072,4,FALSE
CUST205663,Neha Singh,Non-binary,59,Punjab,Ludhiana,9659616350,neha.singh27@example.com,Freelancer,Salary,1313501,Groww,163268,Low,10/18/2017,BHARTIARTL,1591,4/12/2020,6/5/2022,980,1193,1558941,1916433,1898222,3,FALSE
CUST205664,Ankit Kumar,Male,57,Mizoram,Aizawl,9496091447,ankit.kumar18@example.com,Entrepreneur,Business Income,3361114,Groww,444516,Moderate,7/15/2018,AXISBANK,610,12/26/2020,9/15/2024,1153,482,703226,667387,293971,1,FALSE
CUST205665,Karan Mishra,Male,61,Rajasthan,Jodhpur,9841093618,karan.mishra44@example.com,Retired,Salary,737394,Groww,106040,Moderate,6/23/2012,INFY,1633,8/15/2017,11/21/2023,2301,2230,3757157,4998572,3641410,5,FALSE
CUST205666,Vivek Mishra,Female,47,Arunachal Pradesh,Itanagar,9625703462,vivek.mishra30@example.com,Freelancer,Inheritance,577502,Groww,83904,High,12/15/2016,MARUTI,1590,4/9/2024,11/15/2024,13373,17889,21262673,24877425,28443446,6,FALSE
CUST205667,Deepa Kumar,Female,48,Odisha,Cuttack,9113693142,deepa.kumar90@example.com,Professional Services,Pension,2887297,Groww,423986,Moderate,12/24/2012,LARSEN,153,7/13/2025,-,2707,-,414182,382841,414182,6,FALSE
CUST205668,Isha Mehta,Female,52,Gujarat,Ahmedabad,9679346814,isha.mehta27@example.com,Freelancer,Business Income,424472,Groww,43851,Moderate,2/14/2015,BAJAJ_AUTO,384,1/9/2016,1/3/2024,6169,4824,2369015,3157907,1852531,10,FALSE
CUST205669,Aisha Nadkarni,Male,28,Assam,Guwahati,9606518133,aisha.nadkarni85@example.com,Entrepreneur,Business Income,3664290,Groww,461200,Moderate,3/11/2020,DIVISLAB,1501,12/18/2020,10/25/2024,4208,4961,6316178,9041333,7445921,5,FALSE
CUST205670,Siddharth Iyer,Male,26,Himachal Pradesh,Dharamshala,9636375626,siddharth.iyer43@example.com,Retired,None/Student,849010,Groww,49892,Moderate,8/25/2021,SBI,588,2/24/2022,-,747,-,439254,592090,439254,2,FALSE
CUST205671,Siddharth Singh,Female,42,Meghalaya,Shillong,9434477287,siddharth.singh62@example.com,Entrepreneur,None/Student,281506,Groww,36348,High,2/9/2022,INFY,173,8/1/2025,-,1274,-,220386,327686,220386,8,FALSE
CUST205672,Smita Chopra,Female,28,Jharkhand,Jamshedpur,9301376885,smita.chopra96@example.com,Student,Inheritance,8730,Zerodha,1251,Moderate,1/3/2013,LARSEN,1945,12/20/2022,-,2635,-,5125522,5097007,5125522,6,FALSE
CUST205673,Rahul Kumar,Female,38,Karnataka,Mysuru,9601132350,rahul.kumar47@example.com,Student,Investments,35757,Zerodha,5780,High,3/24/2019,ICICIBANK,412,6/12/2019,-,1071,-,441252,546597,441252,5,FALSE
CUST205674,Aditya Mehta,Male,23,Himachal Pradesh,Dharamshala,9367670869,aditya.mehta90@example.com,Freelancer,Pension,1276375,Groww,92021,High,7/5/2014,DIVISLAB,1495,8/2/2015,9/15/2020,3448,4148,5154177,4924406,6200722,10,FALSE
CUST205675,Vivek Gupta,Male,37,Lakshadweep,Kavaratti,9303165393,vivek.gupta51@example.com,Entrepreneur,None/Student,1666379,Groww,238264,Moderate,3/20/2010,HCLTECH,289,10/17/2020,-,733,-,211944,314824,211944,4,FALSE
CUST205676,Aditya Gupta,Male,42,Chhattisgarh,Raipur,9579470670,aditya.gupta44@example.com,Freelancer,Business Income,1024275,Groww,101512,High,12/4/2012,SBI,1554,3/29/2015,-,587,-,911607,938087,911607,7,FALSE
CUST205677,Aarav Sharma,Male,32,Uttar Pradesh,Noida,9906413679,aarav.sharma10@example.com,Entrepreneur,Inheritance,647453,Groww,71590,Moderate,7/9/2011,HINDUNILVR,1019,9/13/2018,-,2670,-,2720221,3985665,2720221,5,FALSE
CUST205678,Isha Chopra,Female,37,Punjab,Chandigarh,9495936824,isha.chopra85@example.com,Freelancer,Business Income,833901,Groww,101088,High,3/8/2015,INFY,1250,12/29/2017,4/6/2022,1854,1781,2317663,2722815,2226650,7,FALSE
CUST205679,Ankit Nair,Female,34,Madhya Pradesh,Indore,9925666317,ankit.nair12@example.com,Salaried,Business Income,269932,Upstox,18717,Moderate,5/1/2014,INFY,1450,9/30/2023,-,2268,-,3288354,4525159,3288354,4,FALSE
CUST205680,Rohit Iyer,Male,51,West Bengal,Kolkata,9959118996,rohit.iyer39@example.com,Agriculture,Business Income,330914,Groww,28459,Low,11/19/2014,TCS,395,4/16/2016,-,2676,-,1057166,1556955,1057166,9,FALSE
CUST205681,Vivek Rao,Male,23,Karnataka,Mysuru,9335672243,vivek.rao55@example.com,Student,Salary,29118,Zerodha,1732,High,7/1/2014,POWERGRID,1110,2/16/2017,1/13/2022,315,251,349828,363720,278477,2,FALSE
CUST205682,Karan Nadkarni,Female,43,Puducherry,Puducherry,9145309965,karan.nadkarni89@example.com,Retired,Salary,306932,Groww,60198,Low,3/5/2010,SBILIFE,247,5/17/2016,11/28/2020,1366,1068,337281,468643,263902,2,FALSE
CUST205683,Arjun Khan,Male,33,Assam,Dibrugarh,9007359007,arjun.khan14@example.com,Agriculture,Inheritance,101451,Groww,7976,Low,8/25/2020,BHARTIARTL,1233,3/6/2021,-,790,-,974255,1396740,974255,3,FALSE
CUST205684,Arjun Gupta,Male,45,Tripura,Agartala,9063661718,arjun.gupta32@example.com,Retired,Pension,2200954,Groww,319272,Low,11/29/2015,ICICIBANK,931,10/26/2018,-,1012,-,942610,1160310,942610,2,FALSE
CUST205685,Pooja Desai,Male,37,Tamil Nadu,Chennai,9061756987,pooja.desai27@example.com,Salaried,Investments,341026,Upstox,22960,Moderate,6/21/2022,LARSEN,870,12/16/2022,-,2444,-,2125941,2773428,2125941,3,FALSE
CUST205686,Neha Mehta,Male,40,Assam,Dibrugarh,9453760775,neha.mehta94@example.com,Entrepreneur,Investments,797283,Groww,123214,Low,10/3/2016,HDFC,389,4/10/2022,-,2496,-,970804,1131940,970804,4,FALSE
CUST205687,Neha Kumar,Male,31,Kerala,Kochi,9588706449,neha.kumar66@example.com,Agriculture,Investments,292988,Groww,53104,Low,11/19/2016,SBI,1936,12/26/2019,-,914,-,1770317,2045030,1770317,4,FALSE
CUST205688,Ankit Gupta,Male,37,Himachal Pradesh,Shimla,9760172198,ankit.gupta60@example.com,Agriculture,None/Student,557602,Groww,67632,Low,1/9/2015,MARUTI,1312,2/27/2019,-,12848,-,16857219,16783916,16857219,3,FALSE
CUST205689,Smita Mishra,Male,30,West Bengal,Kolkata,9898833757,smita.mishra74@example.com,Small Business,Inheritance,667312,Groww,102080,Moderate,4/25/2019,MARUTI,1834,12/29/2022,-,13951,-,25585455,33603432,25585455,4,FALSE
CUST205690,Aditya Singh,Female,50,Goa,Panaji,9825534616,aditya.singh38@example.com,Freelancer,Pension,661247,Groww,98591,Moderate,3/4/2019,POWERGRID,1961,9/7/2020,4/18/2025,245,298,480680,480746,583731,6,FALSE
CUST205691,Vivaan Patel,Male,37,Andhra Pradesh,Visakhapatnam,9481636172,vivaan.patel68@example.com,Freelancer,Business Income,116317,Groww,17223,High,2/12/2013,RELIANCE,628,12/29/2018,-,2325,-,1460383,1473752,1460383,4,FALSE
CUST205692,Priya Verma,Male,36,Lakshadweep,Kavaratti,9477243354,priya.verma46@example.com,Freelancer,None/Student,136223,Groww,8975,Low,5/26/2013,ITC,1233,5/2/2017,-,400,-,492892,592279,492892,9,FALSE
CUST205693,Vivek Iyer,Female,43,Manipur,Imphal,9736982942,vivek.iyer95@example.com,Entrepreneur,Pension,199026,Groww,34333,Moderate,8/24/2014,POWERGRID,1161,9/2/2020,-,314,-,364891,428707,364891,3,FALSE
CUST205694,Kavya Verma,Male,60,Odisha,Bhubaneswar,9984275571,kavya.verma28@example.com,Student,Business Income,8850,Zerodha,1220,Moderate,2/15/2016,AXISBANK,1254,8/4/2020,-,990,-,1241222,1600774,1241222,7,FALSE
CUST205695,Kavya Bose,Female,43,Assam,Guwahati,9885139302,kavya.bose47@example.com,Entrepreneur,Investments,1546763,Groww,129984,Low,5/8/2014,SBILIFE,1116,9/17/2017,4/6/2024,1294,1307,1443803,1751773,1459014,5,FALSE
CUST205696,Siddharth Rao,Male,48,Himachal Pradesh,Dharamshala,9998916190,siddharth.rao86@example.com,Agriculture,Business Income,83993,Groww,9742,Low,2/29/2012,TCS,658,5/14/2018,-,2339,-,1538759,1675934,1538759,6,FALSE
